,,actual,prediction,teks
2203,,0,-1,jangan suka curiga ya tidak percaya tanya
2204,,0,-1,paslon asmuni gurita cikeas sudah stand by duit buat serang fajar m
2205,,0,-1,colek den dek om sby
2206,,0,-1,ayo abang hastag in kafir rame
2207,,1,0,semoga contoh psngan lain
2208,,-1,1,bagaimn ahokdjarot jaga mulut tidak jaga umat agussylvi ayo bapak ba
2209,,1,0,siiipp
2210,,0,-1,syahwat kuasa sudah tidak kekang iblis
2211,,1,-1,mereka datang panggil iman
2212,,-1,0,aksi damai hadir acara syukur nggebuki wartawan hebat ac
2213,,-1,0,edit ya
2214,,0,-1,paslon bersangkutab diem waduuuh
2215,,-1,0,ngegas abang gin ngamuk om akil baglig
2216,,0,1,agussylvi berik lapang kerja rubah tarap hidup lebih baik
2217,,-1,0,padahal malam sebelumny debat ttng kerasan perempuan agussylvi kritik ahokdjarot bagaimana
2218,,1,0,faang wali bebizie seru kampanye akbar siang td stadion soemantri
2219,,1,0,devirzha bebizie seru kampanye akbar siang td stadion soemantri kuni
2220,,-1,0,citra agar anggap sholeh
2221,,0,1,mari umat rakyat satu demi maslahat
2222,,0,1,apa umat rakyat satu harus
2223,,-1,0,bukti upaya upaya keras dongkrak elektabilitas korban sisa sisa peningga
2224,,1,0,oce pilih tidak abang
2225,,-1,1,semoga laknatullah datang kpd orang menjolimi habaib
2226,,1,-1,takut gubernur takut koruptor
2227,,1,-1,cuma pantul cahaya rupa
2228,,0,1,hasil februari ayo
2229,,0,1,rakyat bangun jakarta lebih baik
2230,,0,1,doa sudah kabul abang agussylvi sudah cagub
2231,,-1,1,harap selamat harap harap
2232,,-1,0,kasih
2233,,-1,0,kembali kerja jakarta kembali dosen apa ya
2234,,0,-1,tante om jangan datang rusak keharmnonisan antara orang tua anak
2235,,-1,0,ingin jkt adil tentram jangan pilih
2236,,0,-1,lo siape temen abang pas sd agussylvi semua
2237,,-1,1,sesal turun milih kita mah pasti ingin jakarta selesa
2238,,-1,0,ngatain dukung bukan orang bedain tidak dukung sm kandidat
2239,,0,1,umat islam istiqlal ingin pemimpin benar sah abang
2240,,1,0,makin haqqul yaqin milik karakter background didik baik tipe konsisten punya integritas
2241,,0,-1,saya tidak kenal blio kilas mirip abang saya tuju pemaparan blio haram p
2242,,-1,1,kami muslim kami anti cagub picik
2243,,0,1,satu umat umat rakyat satu
2244,,-1,1,dukung ngatain bapak ahokdjarot pemimpin kafir non muslim kalian dua minta doa
2245,,-1,0,mending jual buku tulis gambar abang agussylvi drpd tebang pohon buku buat ganjel pintu
2246,,0,-1,ni abang saya forward kamu tidak tinggal berita mngkn blh fwd
2247,,-1,0,lbh baik duit buat mkn pecel lele tuku buku
2248,,-1,0,ngerusak jakarta hari ngingetin voters apa kl dia mimpin dki
2249,,-1,1,yakin abang rakyat sudah susah thn sampai sekarang masih rasa
2250,,-1,0,sudah bukan fisik verbal colek malam debat bilang
2251,,-1,0,terus apa istimewa anda ikut shalat berjamaah anda mau
2252,,0,1,kita tidak boleh pilih pemimpin kafir bukan arti kita benci orang
2253,,-1,0,saya ingat adalah bapak diri rumah candi terus mau bikin
2254,,0,1,ayo kita raih menang rakyat umat rakyat satu
2255,,0,1,ayo kita raih bahagia rakyat umat rakyat satu
2256,,-1,1,saya salah pilih saat
2257,,1,0,ommmm main kalijodo ayo kita sepeda skate board atau futsal
2258,,0,-1,panglima sosmed
2259,,-1,1,bener kata sudah bukti jam bapak rumah setan pemimpin y
2260,,0,1,jakarta harus kota penuh tolerasi umat rakyat satu
2261,,0,1,umat rakyat satu cipta jakarta baru
2262,,0,1,umat rakyat satu jkt kota aman ganggu preman
2263,,0,1,umat rakyat satu jakarta satuju
2264,,-1,1,bener abang gara salah pilih bapak susah anak abang
2265,,0,1,jakarta maju cipta ketika umat rakyat satu
2266,,1,-1,kami ikut aksi ikhlas aksi bayar iri tu tidak baik lo
2267,,0,1,utama umat rakyat satu adalah masa depan jakarta masa depan kita semua
2268,,0,1,momentum ketika semangat para dukung ucap kata kata satuju
2269,,0,-1,kalah paling urus partai demokrat terus anggota dpr r partai demokrat
2270,,0,1,umat rakyat satu capai hidup layak
2271,,-1,0,iya alam tahun kemaren agussylvi
2272,,0,1,umat rakyat satu cipta ruang hidup
2273,,0,1,umat rakyat satu lawan anggur
2274,,-1,0,ibu wakil anda ngibul jangan transparan mau nyatut nama p jkw ya
2275,,0,1,jangan nikmat hidup bahagia hanya golong tentu umat rakyat satu
2276,,-1,0,empok mulai lelah aqua
2277,,-1,0,semlm bcr kerasan perempuan kaum kalian pilih
2278,,-1,0,pantes tanya konsistensi nyata serobot suara
2279,,-1,0,kasih ktp palsu suruh coblos bapak milu ubah data dpt kpu
2280,,1,0,hukum kita sudah rapuh saat anak anak muda bangkit
2281,,0,1,isyarat langit pemimpin jakarta
2282,,-1,0,bosen saya ngmg mulu jkt tidak hitam
2283,,-1,0,bela islam ora urus ama pilkada jon
2284,,-1,0,kata lingkung taman rasuna biasa bersih sekarang kotor penuh sampah buang massa makasih ya
2285,,-1,0,fakta bahwa aksi bukan giat agama kampanye
2286,,0,1,indah benar benar indah hari umat rakyat satu ragam warna
2287,,0,-1,benar harus milih siapa abang orang jakarta tidak sengsara turun
2288,,0,1,umat rakyat satu harap lebih baik
2289,,-1,0,iya betul apa pilih kamu nyeselnya turun
2290,,0,1,umat rakyat satu bangun jakarta adil
2291,,-1,1,betul bukti rakyat salah pilih bokap kamu
2292,,0,1,nyata jelas umat rakyat satu buah maju
2293,,-1,0,novel bilang m m mana
2294,,-1,0,turut saya foto tidak etika apakah abang agussylvi mau tambah
2295,,-1,0,aksi damai cuma kedok kmpanye agussylvi aniessandi masjid istiqlal
2296,,1,-1,tentara atau aktifis akademia jauh lebih baik drpd nista sekaligus sangka
2297,,0,1,mari kita juang umat rakyat satu jakarta lebih baik
2298,,0,1,nyokk streaming kampanye akbar abang mpok umat rakyat satu
2299,,0,1,bakrie palkon tidak brpe aye mau coblos abang
2300,,0,1,yoih kali bukan ahokdjarot bakrie sekal beres orang
2301,,0,1,ayo kita tata pkl umat rakyat satu
2302,,0,1,kita raih semua umat rakyat satu
2303,,0,1,ayo jakarta kota aman umat rakyat satu
2304,,0,1,ayo kita raih bahagia umat rakyat satu
2305,,0,1,umat rakyat satu harus mutlak apa prrbedaannya
2306,,0,1,umat rakyat satu pemimpinnya
2307,,0,1,umat rakyat satu intelek agamis ayo satu
2308,,0,1,umat rakyat satu umat rakyat satu umat rakyat satu
2309,,0,1,umat rakyat satu istiqlal dengar pemimpin kersahan km
2310,,0,1,raih hidup layak umat rakyat satu
2311,,0,-1,toleransi bro plis bhinneka demokrasi kelas onta anjing babi tikus semua tidak boleh larang
2312,,0,1,yok klik link kita streaming kampanye akbar abang mpok umat rakyat satu
2313,,0,1,jangan nikmat hidup bahagia golong tentu umat rakyat satu
2314,,0,1,agussylvi sholat subuh berjamaah umat rakyat satu
2315,,0,1,ayo raih masa depan jkt satu umat rakyat satu
2316,,-1,0,kepada saya ingin bertanya kampanye apa bikin jakarta macet bikin satu
2317,,-1,1,saya rasa tidak setelah tanggal feb lanjut agussylvi silvy subuh istiqlal
2318,,0,-1,sampai salah pilih cagub sesal sampai turun jkt tidak butuh pemimpin keras kasar tukang gusur
2319,,0,1,mari umat rakyat satu jakarta lebih aman maju
2320,,-1,0,damai ala fpi ya
2321,,0,1,ketika umat rakyat satu solat berjamaah subuh
2322,,1,0,atak jkt bth pemimpin baru bs terima rakyat ibukota apa live
2323,,0,1,ayo tuju menang umat rakyat satu
2324,,1,-1,jalan tidak beringin kali ya abang kayak bapak ahokdjarot makin elegan
2325,,1,0,jaket jelas tidak bagi
2326,,-1,0,kampanye hitam begitu tidak ken t ibadah pula
2327,,-1,0,shohib bapak aniessandi alus alus
2328,,0,-1,sampai slh pilih cagub sesal sampai turun jkt tidak bth pemimpin keras kasar tkg gusur
2329,,0,1,umat rakyat satu pilih pemimpin adab
2330,,0,1,semua umat rakyat satu dki lebih baik
2331,,0,1,ingat kpd para dukung untk coblos tidak urut tanggal feb jangan sampai slh pilih
2332,,-1,0,jangan pilih mereka akrab fpi
2333,,-1,0,orng sholat subuh umroh nyiyirin mw ngikut syahadat dlu
2334,,-1,0,rajin politisasi ibadah maksud
2335,,0,1,orang cerdas rasional pasti milih pemimpin tidak masa
2336,,-1,0,bagaimana bs jaga aman jkt datang acara mata najwa agussylvi tidak brani
2337,,1,0,wah hebat sudah ingat warga dki agar jangan giur kartu prioritas juta
2338,,-1,0,tidak berita tv arti hoaxxx
2339,,-1,0,bapak memang sudah tua ya pikun
2340,,1,0,penasaran menang
2341,,-1,0,iya ya mungkin mulai tanggal dia anggur
2342,,1,0,sejuk jakarta jikalau pemimpinnya rajin ibadah kayak gin
2343,,-1,1,ahokdjarot menang arti doa kalian tolak tuhan hati dengki tunggu hari
2344,,0,1,seseorang pemimpin campur tang tuhan kita percaya
2345,,0,-1,bubar bubar ntar kasih
2346,,0,-1,cucu jelas tidak apa om jelasin nanti barokah om
2347,,-1,0,foto agussylvi mungkin anak soal bin
2348,,-1,0,nama kebelet ya nubruk nubruk
2349,,-1,0,mana bro belum bal ya ya sudah googling
2350,,-1,0,kamu ape jkt bebas banjir
2351,,1,-1,selain parpol dukung paslon now jkw mendagri ahokdjarot putar lo mau protes egp kawal kpu jkt
2352,,-1,0,masyarakat harus ikut awas sebab jambaner sdg panik
2353,,0,1,jakarta rakyat
2354,,-1,1,ahokdjarot menang arti doa kalian tolak tuhan hati dengki tunggu hari ya
2355,,1,0,abang do oleh ulama besar ahli hadits mak sayyid ahmad bin muhammad
2356,,-1,0,tidak nyanyi lagu indonesia raya wn mana
2357,,-1,0,sampai pilih kpk harus awas sangat ketat
2358,,0,-1,ya ampun ingat debat paslon tidak om tante paslon tidak om
2359,,-1,0,dua amplop pas tuk dua istri
2360,,-1,0,memang buat kampanye apa lakuin
2361,,0,-1,benar nggk ya
2362,,-1,0,langkah putus asa beli suara payah
2363,,-1,0,milu
2364,,0,-1,tau bukan agussylvi emang km ketua timses
2365,,0,1,fakta krna jaktim sudah terima sprti
2366,,0,1,nhaa bro perlu contoh pilih bapak
2367,,-1,0,padahal tiap hari beliau promosi pilar injury time pilgub dki bhs mlipir
2368,,0,-1,tlg jelaskn apa kafir bgm standar ganda siapa sebut lain kafir
2369,,0,-1,yoii arti pilih suai agama cuma pakai bahasa halus
2370,,0,-1,apalagi
2371,,0,-1,butuh duit
2372,,-1,0,mr ngejar target kelessssssssssss calon presiden
2373,,0,1,sudah bukan tempat bicara masalah pilih pemimpin krna agama minggu tenang
2374,,1,-1,bukti kerja nyata bukan ide konyol kota apung bukan retorika dp
2375,,-1,1,bukan hanya aman nyaman bapak sby sudah bikin candi hambalang salut luar biasa
2376,,-1,0,bersih gin pasti krjany foke
2377,,-1,0,belum cagub sudah main suap bagaimana bersih
2378,,-1,1,luar biasa bahlulnya
2379,,-1,0,bapak hrs beri contoh baik buat anak apalg pmula anda sak mmbenarkan smua hoax edar
2380,,-1,1,makasih bapak telah tinggal situs purbakala buat kami
2381,,0,-1,jelasin tidak
2382,,0,-1,jangan salah pilih
2383,,-1,0,silahlan jihad jakarta bapak arifin ilham jihad bawa golok pedang
2384,,1,0,sampai selesai tidak larang mau serang ahokdjarot pasal brp ni
2385,,-1,0,situ lama nongkrong rumah lembang
2386,,1,-1,panik dia jaya suprana dukung agussylvi
2387,,-1,0,maaf rasul larang bukan ahli
2388,,1,0,jangan lupa tanggal kalian harus pilih
2389,,-1,0,makin drop om
2390,,1,-1,terima kasih bapak anda candi hambalang
2391,,0,1,abang selamat ber umroh titip doa ya
2392,,1,-1,seyum cantik buat agussylvi silvy jangan lupa pilih tidak
2393,,1,0,neng
2394,,0,1,pikih hebat
2395,,0,1,baik bakal menang
2396,,0,-1,bgini bagaimana
2397,,0,1,cantik pilih baik
2398,,0,-1,astagfirullah kaget gua gua kira bom ntar panggil bapak pulisi mewek kyk rijik
2399,,1,-1,mbak agussylvi silvy jangan lupa pilih tidak
2400,,1,-1,sudah agussylvi silvy jangan lupa pilih tidak
2401,,-1,0,bapak sadar bapak
2402,,1,-1,apa kamu jangan lupa pilih tidak
2403,,0,-1,mereka orang islam wajar mereka datang raka sedang bela agama
2404,,0,-1,tidak sangka malah aniessandi lompat
2405,,0,-1,harus latih dulu gubernur kayak lurah apa camat dulu masak mayor lgsg naek jendral
2406,,1,0,saya jugaak
2407,,0,1,mau umrohkan ulama x rakyat tidak dukung tetap kalah
2408,,1,-1,fakta hasil kerja zaman bukan isu bukan retorika setujuk
2409,,0,-1,kl ngk kita sumpahin tunggu pohonny ngunjungin tu paslon mrotes
2410,,0,-1,tentara perang siapa
2411,,-1,0,anak relawan masih kampanye masa tenang tidak sangsi terus kenapa masih
2412,,0,1,semoga awal sukses jakarta
2413,,-1,0,jawab abang agussylvi kenapa belum lepas timses sengaja foto ambil feb jam
2414,,0,-1,bener tidak bapak umroh pakai uang sendiri mudah yra
2415,,1,0,satu mutlak
2416,,1,0,milik program program unggul
2417,,1,0,ganti ban ne ya
2418,,1,0,sang baharu kota jakarta
2419,,0,-1,nentuin surga tuhan sudah tuang al qur an baca al qur an ya makasih
2420,,1,0,saya bukan pemilih abang atau abang bukan pemegang ktp dki saya suka sekal lihat fo
2421,,-1,0,coba mana ip adrres saya pekokk
2422,,-1,0,bs pegang janji harimau sudah temen tidur siang
2423,,1,-1,ngakak sampai mules
2424,,0,-1,ud masih diblg gagal
2425,,-1,1,gubernur twitter
2426,,0,1,miris ya semoga warga dki tidak salah pilih
2427,,1,-1,ahokdjarot tidak jatoh malh nama smakin populer faham jelas mw
2428,,-1,0,bapak orang sakti tara jaka tarub bikin candi
2429,,1,-1,pilih pemimpin santun apa bukan jago bicara jago akting
2430,,1,0,muslim satu jangan saling serang fakta sakit sini
2431,,1,-1,jangan salah milih pemimpin pilih bersih jangan sangka
2432,,1,-1,baru masih bersih korupsi belum pernah sangka
2433,,-1,0,mulai main curang
2434,,1,0,lo semua teman looo harus
2435,,1,-1,lebih bangga ahokdjarot daripada tuhan mati bakar kamu ya
2436,,-1,0,alhmdulillah bib dpt umroh gratis orang kebelet ingin gubernur dki
2437,,1,-1,saya muslim tidak rasa hina ibu dewi sabitha
2438,,0,1,satu jakarta kembal jakarta hanya rakyat
2439,,0,-1,seperti berapa banyak bapak ketua rw masuk bui apakah berani tanggung jawab jk
2440,,0,1,review buku telah kupilih jalan hidup baru jakarta karya
2441,,-1,0,mungkin maksud gubernur
2442,,0,1,semua satu suara
2443,,-1,0,tolong jelas investigasi bapak benar sangat malu to long polisi
2444,,1,0,jokowi cuma potong pita bapak bangun
2445,,1,0,yok kita semua
2446,,-1,0,buat warga jakarta ingat sejarah sang mantan jangan ulang kembali sang anak manta
2447,,-1,0,bukan nyata seperti main sirkus seword be be be be
2448,,1,0,bukan bapak presiden jokowi bukan apa apa
2449,,0,-1,dek pribumi indonesia orang utan lengkap
2450,,0,-1,halal semua
2451,,1,0,semoga selamat kembali tanah air abang mabrur umrah lupa dunia jenak minta
2452,,-1,0,iya abang banyak proyek
2453,,-1,0,kasih paslon
2454,,0,1,indah satu
2455,,0,1,bapak ahokdjarot gabung agar makin damai mungkin
2456,,-1,0,preman fpi rusak khusus dki mala rangkul
2457,,-1,1,luar biasa
2458,,-1,0,niat mau cipta usaha atau cipta emis
2459,,1,0,trmh kasih bapak
2460,,-1,0,ngitung duit didlm koper acara valentin tanggal nanti
2461,,0,-1,saya harap photo uang tidak hoax
2462,,-1,0,istigosah bodong n nu bukan jual agama buku dalil bagi
2463,,-1,1,thanks for reminding abang dulu kami salah pilih presiden sengsara tahun cuma bnyk proyek man
2464,,-1,0,polling suara agussylvi agussylvi anjlok drastis
2465,,-1,0,aniessandi danagus mana suara ktnya bela perempuan wartawan pukul
2466,,-1,0,mau
2467,,-1,0,bapak aniessandi dik agussylvi mana suara kata bela perempuan wartawati pukul
2468,,-1,1,rakyat mulai rasional byk masalah waktu pemimpin bagaimana mau pilih
2469,,-1,1,kemangkrakan lanjut
2470,,-1,0,bangga dapat titel mr salah data asyeek
2471,,-1,0,wah suudzhon nt orang
2472,,-1,1,toleransi keras hebat
2473,,-1,0,mgkin bs mnjwb mreka bertman ormas bar
2474,,1,-1,dia relawan berani abad
2475,,-1,0,biasa om den kaum cokli
2476,,-1,0,semua korupsi ya apa memang wajib ya
2477,,1,0,ambil baju jam tang bingkis tps pilih tidak pasti
2478,,0,1,semoga
2479,,-1,0,mungkin pondasinya pake sterofom ngambaaaaang
2480,,-1,0,karakter sangat sulit rubah misal sekalimunafiktetapmunafik y bs kl mw tuhan pst bantu
2481,,0,-1,mmang bnr kta bapak klau sudah watak memang susah ubah
2482,,-1,0,waahhhh nyata ibu agussylvi hoax klarifikasi
2483,,-1,0,setelah lihat tayang ulang debat tambah miris lihat betul tidak jawab tanya
2484,,-1,1,betul sekal saya pilih nyeselnya turun
2485,,0,-1,wadooohhh mending usut tuntas jelas tu
2486,,0,-1,ajak ulama pergi umrah percaya abang agussylvi janji hari tenang umroh ya
2487,,-1,0,khabis senjata tuhan memberkarti saudara
2488,,-1,0,akun fb perlu cari apakah bnr asli apa bodong sb lama serang selal
2489,,-1,1,doa minta menang diri sendiri sudah pasti tidak kabul pental doa
2490,,-1,0,tuju utama dulu r sekarang ngikut
2491,,1,0,setelah usaha mari doa
2492,,0,-1,juru parkir ya
2493,,0,1,selamat datang kembali bapak semoga makin ikhlash agussylvi ajak ulama pergi umrah
2494,,-1,0,wanita wanita cabe cabe
2495,,-1,0,rangka kampnye semua jdikn baik padahal oncom
2496,,-1,0,go jek bukan tempat politik
2497,,-1,1,angket alat jegal ahokdjarot luarbiasa makin tampak diri orang anti jujuran ahokdjarot
2498,,0,-1,hayooo pilih mana kamu tim mana
2499,,-1,0,baru umrah tanah suci sudah bohong mslhnya biaya umroh dilaporin tidak lap dana kampanye
2500,,0,-1,mah non aktifkn tidak mau tag dng data fakta aktif kamu diem
2501,,-1,0,maksud para goreng isu agama fasilitas umroh
2502,,-1,1,yakin menang om mayor
2503,,-1,0,sudah balik umroh pentol korek ajak jalan kliling mek
2504,,1,-1,ikhlas ya abang tidak usah denger kicau negatif anggap anjing gonggong
2505,,-1,1,tuhan tidak buta kaliee siapa ikhlas berdo bayar tuhan anda nyun
2506,,-1,0,balas budi sudah hasil bagi misi salah satu gerak massa
2507,,-1,1,jangan orang rakyat jakarta tangis pilih
2508,,1,0,agussylvi yudhoyoni tawadu ulama kyai habaib guru rindu warga jakarta
2509,,0,1,putra bukan beliau
2510,,0,-1,akun kagak
2511,,-1,0,bagus edit
2512,,-1,1,ya tuhan kenapa pilih kasih
2513,,-1,0,lembaga awas cuma sekedar dulu mana harap
2514,,-1,0,hatters
2515,,0,1,pemilih tidak semua muslim jelas tuju satu jakarta bukan kotak kotak
2516,,1,-1,cuma dukung beda agama suku sudah pasti tidak bakal
2517,,0,-1,kasus anggar ham bukan orde baru mngapa kbenaran tabir rahasia belum bentangkan
2518,,0,1,terus apa selain toleransi jakarta
2519,,0,-1,abang bhineka tidak cuma muslim pemilihnya toleransi semua
2520,,1,-1,waktu masa depan sm mantan jual apalagi mantan gubernur suruh bersihin toilet penjara
2521,,1,-1,pasti tidak bikin kamu toleransi semua jamin
2522,,1,0,ayo satu jakarta hindar miskin kerja keras
2523,,0,-1,banjiiiiiir tambah parah
2524,,1,0,jakarta kota aman sejahtera ayo satu jakarta
2525,,-1,0,saya tidak maen sogok cuman sekadar kacamata jamin operasi lasik sikat bray
2526,,-1,1,kamu mau biayain saya operasi lasik hari pasti saya coblos dah
2527,,0,-1,drmn ya dpt duit banyak hanya jabat sampai presiden usaha masih
2528,,-1,0,intelek
2529,,1,0,taat konstitusi
2530,,1,-1,pesan moral tidak agussylvi ipk cum laude tidak ahokdjarot ipk cum cuma segeto tidak aniessandi ipk cum l
2531,,0,1,baik
2532,,0,-1,puji syuuukur
2533,,-1,0,bgi mereka halal jnji baik
2534,,1,0,pkl dagang lima atur bina putar ekonomi rakyat jakarta coblos tidak
2535,,0,-1,lumayan buat hadiah hibur
2536,,-1,1,saya peduli thn masih bilang peduli sj
2537,,1,0,ngimpiii salamaaann ma bapak ahokdjarot
2538,,1,-1,ayo satu jakarta santun etika tidak seperti mantan
2539,,1,0,hari jelang pilkada dki jakarta ayo satu jakarta
2540,,1,0,selain isi masa tenang pilgub dki umroh
2541,,-1,0,makanye mastik pasti menang tidak tauny main suap wah cara kotor bpknye terap saing fpi libat
2542,,0,-1,harap maklum
2543,,-1,0,jangan fitnah tidak pernah atak hapus kjs justru tingkat
2544,,1,0,abang terima syekh maliki mek sela sela waktu umrohnya semoga
2545,,-1,0,masa orang ngupil bilang kampanye
2546,,0,1,tiap doa agama yakin apa adalah berkah bagi semua
2547,,-1,0,pas lagu indonesia raya mata masih celingak celinguk ya
